0,0,0.00081912946,1.2452195,1.2540507
0,1,0.008520868,1.2452195,1.4567354
0,2,0.022096781,1.2452195,1.4909831
0,3,0.040403098,1.2452195,1.4964229
0,4,0.062383123,1.2452195,1.4971017
0,5,0.087117575,1.2452195,1.4970243
0,6,0.113848194,1.2452195,1.496773
0,7,0.14197148,1.2452195,1.4965079
0,8,0.1710204,1.2452195,1.4962803
0,9,0.20064157,1.2452195,1.4961045
0,10,0.23057191,1.2452195,1.4959798
0,11,0.26061743,1.2452195,1.4959146
0,12,0.2906355,1.2452195,1.4958862
0,13,0.32051992,1.2452195,1.4958819
0,14,0.3501902,1.2452195,1.4958947
0,15,0.37958917,1.2452195,1.4959197
0,16,0.4086867,1.2452195,1.4959563
0,17,0.4374744,1.2452195,1.4959997
0,18,0.46596012,1.2452195,1.496043
0,19,0.49416384,1.2452195,1.496084
0,20,0.52211493,1.2452195,1.4961209
0,21,0.5498497,1.2452195,1.4961531
0,22,0.57741165,1.2452195,1.4961799
0,23,0.60485816,1.2452195,1.4962003
0,24,0.63226086,1.2452195,1.496213
0,25,0.6597012,1.2452195,1.496219
0,26,0.68726873,1.2452195,1.4962167
0,27,0.7150605,1.2452195,1.4962044
0,28,0.74318117,1.2452195,1.4961814
0,29,0.7717439,1.2452195,1.4961464
0,30,0.8009128,1.2452195,1.496099
0,31,0.8313302,1.2452195,1.4960281
0,32,0.8638056,1.2452195,1.4959221
0,33,0.8989841,1.2452195,1.4957588
0,34,0.9373931,1.2452195,1.4955361
0,35,0.97947633,1.2452195,1.4952633
0,36,1.0256133,1.2452195,1.4949542
0,37,1.0761305,1.2452195,1.4946239
0,38,1.1313072,1.2452195,1.4942864
0,39,1.1913797,1.2452195,1.4939547
