1.5,[4],0.023326133087762546,17,192.7910390664629
1.5,[4],0.06292764621546199,17,193.4972077511598
1.5,[4],0.024515911642215116,17,192.87082248808875
1.5,[4],0.003927099284033897,17,193.2053767928508
1.5,[4],0.031071611270328203,17,192.33395024508454
1.5,[4],0.030089595222475785,17,191.7074471275208
1.5,[4],0.022008704989683547,17,192.29496952533628
1.5,[4],0.008955704947532617,17,191.14281914182763
1.5,[4],0.003989382874988401,17,190.90597761640558
1.5,[4],0.020478888284537033,17,192.01468060247652
1.5,[4],0.04190991143786316,17,191.67574335747713
1.5,[4],0.01727567283833764,17,191.89894973459283
1.5,[4],0.04082454526842305,17,191.36621843417237
1.5,[4],0.007900755675898763,17,192.64924324136456
1.5,[4],0.017599016628036424,17,190.7233258000082
1.5,[4],0.0250718005708106,17,191.84781812863582
1.5,[4],0.005422573166432576,17,193.16252621346786
1.5,[4],0.0035677356986993924,17,191.90156737124929
1.5,[4],0.03414366890031029,17,192.86584388804533
1.5,[4],0.02195291367547081,17,190.81773529332844
1.5,[4],0.0014839156297357103,17,191.1278768093339
1.5,[4],0.02167894602187026,17,191.84007201433568
1.5,[4],0.01233276551548923,17,191.18445769897727
1.5,[4],0.0013578782374952247,17,191.8163125609407
1.5,[4],0.04430199207507712,17,192.38579800931151
1.5,[4],0.03956311342359187,17,192.8830077853097
1.5,[4],0.029914256043652054,17,192.87788343638053
1.5,[4],0.0196183787376627,17,191.76669905623007
1.5,[4],0.06940320263880895,17,191.88321192679317
1.5,[4],0.022873139502594952,17,191.9273710828221
1.5,[4],0.03128493613577987,17,192.67371805933013
1.5,[4],0.008071483415508451,17,191.52111489728284
1.5,[4],0.036823728607401573,17,191.66803448666192
1.5,[4],0.03100387187288889,17,192.08629892348247
1.5,[4],0.019224437728852628,17,192.61566176625894
1.5,[4],0.01677014024648571,17,192.45815768716733
1.5,[4],0.01624389387281555,17,192.46043733342614
1.5,[4],0.04233821602598331,17,192.62833063020958
1.5,[4],0.010004326599218238,17,192.35230035109865
1.5,[4],0.015482334108670726,17,192.05388073106073
1.5,[4],0.027377636078836032,17,192.17085833193187
1.5,[4],0.004936802787794292,17,192.06834247585928
1.5,[4],0.02224429711423448,17,193.0302516688675
1.5,[4],0.048405812787361224,17,192.2255767323755
1.5,[4],0.020448691444299172,17,192.46008213119126
1.5,[4],0.043251696938197526,17,191.1843079754228
1.5,[4],0.04023318093761885,17,191.5306133084714
1.5,[4],0.027692942075559612,17,193.35604702587142
1.5,[4],0.017645695910140757,17,192.9922443981998
1.5,[4],0.021851247679202324,17,191.6257933279598
